	WORD	SENTENCE	IA_LABEL	TOTAL_DURATION	STD_TOTAL_DURATION	n_in_sent	pos	upos	jpos	upos*	xpos	LD2ROOT	LD2HEAD	DEPTH2ROOT	Neighbors_Num	N_SYL	Freq	pure_token	IA_FIRST_FIXATION_DURATION	IA_SECOND_FIXATION_DURATION	STD_IA_FIRST_FIXATION_DURATION	STD_IA_SECOND_FIXATION_DURATION
32	33	3	有	50.53333333333333	147.7352887957226	4	VERB	VERB	v	VERB	VV	2	2	1	357	1	7919.92609	有	50.53333333333333	0.0	147.7352887957226	0.0
33	34	3	條	32.333333333333336	82.43596841724423	5	NOUN	DET	zg	DET	NNB	3	1	5	149	1	386.8025	條	32.333333333333336	0.0	82.43596841724423	0.0
34	35	3	蟒蛇	274.6	203.06938059031287	6	NOUN	NOUN	n	NOUN	NN	4	1	4	6	2	0.41414	蟒蛇	181.46666666666667	55.86666666666667	93.79755978820675	87.34519003483948
35	36	3	張開	275.2	160.71266284894915	7	VERB	VERB	nr	VERB		5	2	3	284	2	51.76693	張開	192.9333333333333	74.33333333333333	111.90678660782324	115.94462279707308
36	37	3	咗	105.13333333333334	144.48200195487635	8	PART	PART	x	PART	DEC	6	1	4	1	1	5130.30979	咗	76.8	28.33333333333333	102.23254537246603	74.64374648213264
37	38	3	血盆大口，	410.4666666666666	367.47859196905	9	NOUN	NOUN	l	NOUN		7	5	2	514	4	1.24241	血盆大口	220.26666666666668	109.46666666666668	98.16412560378438	130.8377451485448
38	39	3	吞	119.4	207.57642769190664	10	ADV	VERB	v	VERB		8	1	3	11	1	45.5549	吞	99.33333333333331	18.4	194.3394510186293	54.69162032097177
39	40	3	緊	134.26666666666668	215.2754721023481	11	ADJ	PART	x	PART		9	4	2	115	1	931.3906	緊	92.93333333333334	41.333333333333336	129.5018489786493	105.65835929489388
40	41	3	一	304.6666666666667	535.0003946000621	12	NUM	NUM	m	NUM	CD	10	1	4	871	1	4153.77843	一	143.06666666666666	41.4	108.1754541885029	78.93271396153392
41	43	3	隻	118.53333333333332	138.9550846696714	13	NOUN	DET	x	DET	NNB	11	1	3	1	1	2023.87988	隻	104.6	9.533333333333331	131.7926654509524	24.800179210822023
42	44	3	野獸	450.6	334.927215973859	14	NOUN	NOUN	n	NOUN	NN	12	1	2	137	2	12.00993	野獸	222.86666666666667	141.86666666666667	102.94455897337276	160.72828693861644
43	45	3	落	147.0	222.0585508373861	15	VERB	VERB	v	VERB		13	13	1	106	1	562.81006	落	93.93333333333334	33.4	133.80008304265817	85.66119308064766
44	46	3	肚。	0.0	0.0	16	NOUN	NOUN	n	NOUN		14	1	2	14	1	55.49415	肚	0.0	0.0	0.0	0.0
45	48	4	下	21.933333333333334	59.47824999293625	0	PART	NOUN	f	NOUN		3	1	2	180	1	2057.01071	下	21.933333333333334	0.0	59.47824999293625	0.0
46	49	4	面	131.06666666666666	197.93819461864567	1	NOUN	NOUN	n	NOUN		2	2	1	96	1	398.81243	面	100.06666666666666	23.466666666666665	139.69131047499775	78.45751858313021
47	50	4	就	169.66666666666666	212.9318096376292	2	ADV	ADV	d	ADV	RB	1	1	1	95	1	11876.16191	就	130.0	19.866666666666667	140.78731003420253	74.33426008390896
48	51	4	係	284.6666666666667	287.2015939293436	3	VERB	VERB	zg	VERB		0	0	0	6	1	22827.14525	係	105.86666666666666	74.86666666666666	87.67885846783261	128.38840376849546
49	52	4	尼	196.3333333333333	204.4934120101564	4	PROPN	PROPN	nr	PROPN		1	1	3	7	1	7.86857	尼	99.8	68.66666666666667	104.4734096951628	100.08707320239824
50	53	4	幅	282.3333333333333	242.77168057433903	5	NOUN	DET	n	DET	NNB	2	3	2	7	1	15.73715	幅	162.06666666666666	93.26666666666668	123.8259351760455	131.71912878883194
51	54	4	圖畫	601.2	454.994534765712	6	NOUN	NOUN	n	NOUN	NN	3	2	2	65	2	1.24241	圖畫	190.6	139.6	86.18182329625353	108.12449614526147
52	55	4	嗰	290.06666666666666	223.6295945431989	7	PRON	PRON	x	PRON		4	1	2	1	1	2040.85943	嗰	180.8	77.46666666666667	127.94019436179286	112.66520709113746
53	56	4	摹本。	408.6	368.5499152082388	8	NOUN	NOUN	n	NOUN		5	5	1	54	2	0.0	摹本	195.86666666666667	133.13333333333333	159.6107208874837	129.05237524182016
54	57	5	本	85.33333333333333	162.04347839048904	0	NOUN	DET	r	DET		4	1	2	54	1	89.45325	本	72.33333333333333	13.0	142.84194839829868	40.87215841295066
55	58	5	書	247.86666666666667	238.4510758112773	1	NOUN	NOUN	zg	NOUN	NN	3	3	1	35	1	139.56364	書	149.73333333333332	72.53333333333333	128.25155836176893	111.69175837495304
56	59	5	入	263.0	219.0552441737016	2	VERB	NOUN	v	NOUN		2	2	1	83	1	557.4263	入	153.93333333333334	94.26666666666668	104.9872796527698	135.13522445642695
57	60	5	面	96.8	119.8160812801576	3	NOUN	NOUN	n	NOUN		1	1	2	96	1	398.81243	面	81.66666666666667	15.133333333333333	90.57421757260111	56.62374845317899
58	61	5	話：	150.86666666666667	341.16953100898223	4	VERB	VERB	x	VERB		0	0	0	35	1	3423.24352	話	29.933333333333334	65.93333333333334	55.80019912349975	184.16603619801583
59	62	5	「啲	399.3333333333333	271.41988791456595	5	NOUN	DET	zg	DET		1	1	4	1	1	4209.68671	啲	186.3333333333333	137.13333333333333	100.19558650736846	180.1965100167654
60	63	5	蟒蛇	605.5333333333333	299.5892447261009	6	NOUN	NOUN	n	NOUN	NN	2	5	3	6	2	0.41414	蟒蛇	211.6	157.86666666666667	40.386136235099286	94.34749010381194
61	64	5	會	404.53333333333336	300.32712535204377	7	AUX	AUX	zg	AUX	MD	3	1	4	177	1	4200.1616	會	153.93333333333334	163.8	120.30320952585689	135.76754644121203
62	65	5	咬	565.3333333333334	408.16151487153	8	VERB	VERB	v	VERB	VV	4	3	3	19	1	174.35102	咬	166.4	222.26666666666668	83.6451233884359	203.9279175482248
63	66	5	都	242.9333333333333	317.54442558832966	9	ADV	ADV	d	ADV	RB	5	2	3	35	1	14767.65553	都	135.46666666666667	60.6	144.98269628552995	121.57730051288354
64	67	5	唔	496.2	539.8765537910805	10	ADV	ADV	y	ADV		6	1	3	45	1	13258.13186	唔	176.8	110.0	155.6886636849324	110.95584707441064
65	68	5	咬	813.9333333333333	567.7608025294533	11	VERB	VERB	v	VERB	VV	7	9	2	19	1	174.35102	咬	214.86666666666667	185.46666666666667	144.7056168763174	125.91100913828868
66	69	5	噉，	493.8	407.6106311992693	12	CCONJ	CCONJ	zg	CCONJ		8	1	3	3	1	0.41414	噉	167.8	127.0	131.54730454605803	130.8668534554619
67	70	5	將	296.8	232.7961053511563	13	ADV	ADP	zg	ADP		9	5	2	184	1	564.05246	將	170.2	76.33333333333333	65.24129571572492	117.42326099296604
68	71	5	獵物	715.1333333333333	507.92084247668186	14	NOUN	NOUN	n	NOUN	NN	10	4	2	28	2	12.42406	獵物	223.3333333333333	158.86666666666667	123.1263127397588	136.44235249934516
69	72	5	成	546.0666666666667	266.0524927319586	15	NUM	NUM	n	NUM		11	1	4	182	1	383.90355	成	201.26666666666668	227.6	97.72237319172218	152.5148298800262
70	73	5	隻	554.0666666666667	400.5448733357544	16	NOUN	DET	x	DET	NNB	12	1	3	1	1	2023.87988	隻	210.7333333333333	146.33333333333334	151.93089072191853	123.5506194057948
71	74	5	鑒生	920.3333333333334	399.51548433348887	17	NOUN	NOUN	-	NOUN		13	1	2	109	2	0.0	鑒生	191.06666666666663	257.26666666666665	56.66564704965042	183.41045650549907
72	75	5	吞	243.2	191.2768325403437	18	VERB	VERB	v	VERB		14	14	1	11	1	45.5549	吞	143.46666666666667	75.2	116.49885073348244	116.5882784274074
73	76	5	落	436.53333333333336	167.2877228675859	19	VERB	VERB	v	VERB		15	1	2	106	1	562.81006	落	232.53333333333333	133.2	80.24866907861393	113.22791175324218
74	77	5	肚。	169.66666666666666	168.51297345374397	20	NOUN	NOUN	n	NOUN		16	2	2	14	1	55.49415	肚	117.93333333333334	51.73333333333333	101.15036112419745	104.48251315677447
75	78	6	蟒蛇	908.7333333333332	546.896268856251	0	NOUN	NOUN	n	NOUN	NN	29	29	1	6	2	0.41414	蟒蛇	209.6	128.06666666666666	77.38285770548066	78.0627667685149
76	79	6	之後	273.4	230.3593714177915	1	ADV	ADV	-	ADV		28	2	3	136	2	2681.11282	之後	150.33333333333334	83.53333333333333	89.89673087616825	159.55808416442653
77	80	6	會	264.3333333333333	245.81989793794608	2	AUX	AUX	zg	AUX	MD	27	1	3	177	1	4200.1616	會	188.06666666666663	55.8	163.31216189317382	91.87759973646097
78	81	6	飽	163.8	136.8323548483082	3	ADJ	ADJ	x	ADJ		26	20	2	5	1	36.44392	飽	148.53333333333333	15.266666666666667	119.8520569517084	39.50437387879418
79	82	6	到	217.13333333333333	252.40598689853263	4	PART	PART	v	PART		25	1	3	67	1	9168.95856	到	142.93333333333334	46.0	166.35122148300832	93.83602719638124
80	83	6	想	216.66666666666663	200.05321514259373	5	AUX	AUX	v	AUX	MD	24	1	5	89	1	3200.02452	想	129.6	64.2	105.583963428796	95.4632215393272
81	84	6	郁	139.8	178.40971572945983	6	VERB	VERB	nr	VERB		23	2	4	17	1	74.13024	郁	115.6	24.2	138.36656628921114	60.8388034070362
82	85	6	都	201.13333333333333	335.88467597607894	7	ADV	ADV	d	ADV	RB	22	1	4	35	1	14767.65553	都	101.26666666666668	72.26666666666667	133.94649014521517	134.94021721570712
83	86	6	郁	41.0	70.12084806484683	8	VERB	VERB	nr	VERB		21	5	3	17	1	74.13024	郁	37.333333333333336	3.6666666666666665	68.40922614839481	13.71941041817112
84	87	6	唔	208.8	190.1663131752485	9	ADV	ADV	y	ADV		20	1	4	45	1	13258.13186	唔	148.26666666666668	54.0	115.95140744677872	116.2657874584494
85	88	6	到，	104.8	139.69452387262717	10	PART	PART	v	PART		19	2	4	67	1	9168.95856	到	77.66666666666667	27.133333333333333	98.0711759670269	69.18272102836725
86	89	6	然後	165.0	113.52356583546872	11	CCONJ	CCONJ	-	CCONJ		16	2	3	45	2	1566.67436	然後	121.46666666666668	43.53333333333333	70.13307984745066	92.50503890179296
87	90	6	足足	89.06666666666666	117.78537920962668	12	ADJ	ADJ	v	ADJ		15	1	3	22	2	36.85805	足足	77.53333333333333	11.533333333333331	97.15957092444482	43.15378186079279
88	91	6	瞓	186.4	183.9698526027204	13	VERB	VERB	x	VERB	VV	14	8	2	2	1	402.12551	瞓	120.53333333333332	40.333333333333336	125.74994588026226	78.74148983999618
89	92	6	成	95.86666666666666	128.33698696097792	14	NUM	NUM	n	NUM		13	1	3	182	1	383.90355	成	79.53333333333333	6.133333333333334	95.53489182259828	22.9488319722135
90	93	6	六	117.46666666666668	297.90532425960805	15	NUM	NUM	m	NUM	CD	12	1	5	41	1	77.02919	六	52.06666666666667	29.8	86.92331230586088	111.50139012586344
91	94	6	個	42.2	126.74814923040626	16	NOUN	DET	zg	DET	NNB	11	1	4	175	1	6956.23292	個	29.866666666666667	12.333333333333334	83.07977424673763	46.14710777021194
92	95	6	月，	44.73333333333333	76.0626642242361	17	NOUN	NOUN	m	NOUN	NN	10	4	3	17	1	541.68915	月	44.73333333333333	0.0	76.0626642242361	0.0
93	96	6	先至	210.86666666666667	301.16039285108894	18	ADV	ADV	d	ADV		7	1	2	179	2	113.47311	先至	84.26666666666667	82.73333333333333	92.4687094222809	146.8747614655273
94	97	6	消化	247.2	202.16138767496287	19	VERB	VERB	vn	VERB	VV	6	6	1	55	2	11.18166	消化	187.0	36.73333333333333	150.41232219026028	66.99200615662205
95	98	6	得	105.8	89.6312445523323	20	PART	PART	ud	PART	DEV	5	1	2	80	1	2885.28159	得	105.8	0.0	89.6312445523323	0.0
96	99	6	晒	90.2	136.5660768028918	21	PART	PART	v	PART		4	2	2	16	1	742.95897	晒	90.2	0.0	136.5660768028918	0.0
97	100	6	肚	75.4	140.9060206899147	22	NOUN	NOUN	n	NOUN		3	1	3	14	1	55.49415	肚	53.0	22.4	91.1321384949715	83.81312546373628
98	101	6	裏	163.93333333333334	150.87543058946196	23	ADV	NOUN	zg	NOUN		2	2	1	3	1	100.22078	裏	139.0	24.933333333333334	117.5516907577258	68.51419966368691
99	102	6	邊	109.2	198.45778728317347	24	PRON	PRON	x	PRON		1	1	1	93	1	432.77153	邊	69.0	24.866666666666667	117.121020031988	52.29769487165652
100	103	6	嘅	114.46666666666668	168.03327712754464	25	PART	PART	x	PART		0	0	0	1	1	15735.49004	嘅	103.8	10.666666666666666	140.06912579151768	39.91101212558871
101	104	6	食物。」	66.8	92.5362631620707	26	NOUN	NOUN	n	NOUN	NN	1	1	1	174	2	71.2313	食物	66.8	0.0	92.5362631620707	0.0
102	106	7	嗰	74.53333333333333	100.44359390003704	0	PRON	PRON	x	PRON		2	1	2	1	1	2040.85943	嗰	72.26666666666667	2.2666666666666666	98.53897142191454	8.481090076687599
103	107	7	時	156.13333333333333	185.88414551961003	1	NOUN	NOUN	zg	NOUN		1	1	1	70	1	598.42571	時	133.0	23.133333333333333	149.4710674344704	86.55700754737052
104	108	7	開始，	217.86666666666667	186.9587714503447	2	VERB	VERB	v	VERB	VV	0	0	0	176	2	1245.30526	開始	126.13333333333334	60.8	80.79015341543108	82.60121064488098
105	109	7	我	89.66666666666667	159.94026662754095	3	PRON	PRON	r	PRON	PRP	1	4	3	704	1	49930.23889	我	70.66666666666667	19.0	105.84999868787068	71.09149034870488
106	110	7	就	68.6	87.08983867248809	4	ADV	ADV	d	ADV	RB	2	3	3	95	1	11876.16191	就	68.6	0.0	87.08983867248809	0.0
107	111	7	成日	299.93333333333334	201.53493218022749	5	ADV	ADV	-	ADV		3	2	3	246	2	509.38659	成日	175.93333333333334	97.6	100.575985647116	133.57434883489668
108	112	7	都	123.2	174.36865161681632	6	ADV	ADV	d	ADV	RB	4	1	3	35	1	14767.65553	都	99.2	24.0	126.92527985656236	89.7997772825746
109	113	7	幻想	344.0	260.2240060665682	7	VERB	VERB	n	VERB	VV	5	17	2	104	2	109.33176	幻想	185.9333333333333	83.26666666666667	119.86852056408398	100.6210492668187
110	114	7	森林	330.1333333333333	237.60467634754627	8	NOUN	NOUN	n	NOUN	NN	6	1	3	58	2	66.67581	森林	165.0	132.26666666666668	100.0233306117461	121.06718061564918
111	115	7	裏	224.13333333333333	182.9611494886885	9	ADV	NOUN	zg	NOUN		7	1	5	3	1	100.22078	裏	155.06666666666666	69.06666666666666	110.9651396710797	118.39958708636708
112	116	7	面	151.2	199.3714121934235	10	NOUN	NOUN	n	NOUN		8	2	4	96	1	398.81243	面	114.86666666666666	36.333333333333336	122.60444073886106	103.0259945623218
113	117	7	嘅	126.26666666666668	131.83396965712424	11	PART	PART	x	PART		9	1	4	1	1	15735.49004	嘅	113.13333333333334	13.133333333333333	105.14362663624564	49.14043367963111
114	118	7	奇遇，	202.3333333333333	205.97658982407577	12	NOUN	NOUN	n	NOUN	NN	10	5	3	32	2	0.0	奇遇	133.4	45.73333333333333	117.64454938500126	76.12136508380694
115	119	7	仲	134.6	205.23865782709325	13	ADJ	ADJ	zg	ADJ		11	1	4	207	1	1077.16627	仲	82.73333333333333	31.266666666666666	102.48152136957287	75.78343413232794
116	120	7	成功	326.8	259.86565760023007	14	NOUN	NOUN	a	NOUN		12	1	3	194	2	161.92696	成功	196.9333333333333	105.4	119.90633381472762	171.68839991876754
117	121	7	用	171.8	144.64863174833928	15	VERB	VERB	p	VERB	VV	13	7	2	100	1	1317.36482	用	140.06666666666666	31.73333333333333	116.12319129078205	64.47063069508644
118	122	7	木	83.06666666666666	190.8606705310331	16	VERB	VERB	n	VERB		14	2	5	35	1	43.07009	木	57.46666666666667	25.6	108.45759027790028	95.78642910141288
119	123	7	顏色	263.7333333333333	209.54155249549484	17	NOUN	NOUN	n	NOUN	NN	15	1	6	26	2	36.02978	顏色	139.0	93.33333333333331	93.07917776459638	139.87645342309128
120	124	7	畫	147.0	137.91204926812352	18	ADJ	ADJ	zg	ADJ		16	3	4	53	1	43.89836	畫	120.13333333333334	26.866666666666667	103.65768449833112	68.86592448777229
121	125	7	咗	88.4	132.39879153527045	19	PART	PART	x	PART	DEC	17	1	5	1	1	5130.30979	咗	65.33333333333333	10.666666666666666	89.8106650434989	39.91101212558871
122	126	7	我	107.06666666666666	110.5166453023656	20	PRON	PRON	r	PRON	PRP	18	1	4	704	1	49930.23889	我	87.0	8.933333333333334	77.03505695460996	33.42547265518055
123	127	7	人生	147.46666666666667	189.25709732765344	21	NOUN	NOUN	n	NOUN	NN	19	6	3	382	2	170.20966	人生	87.13333333333334	60.333333333333336	102.1201035817902	126.32480182274404
124	128	7	第	147.53333333333333	162.1258221944371	22	VERB	VERB	m	VERB		20	20	1	125	1	85.3119	第	104.06666666666666	20.933333333333334	128.15431670017554	55.41415783794688
125	129	7	一	432.4666666666666	396.6326371957922	23	NUM	NUM	m	NUM	CD	21	1	4	871	1	4153.77843	一	173.8	97.93333333333334	82.08304737682846	116.8477451881531
126	130	7	幅	411.3333333333333	249.69465797694235	24	NOUN	DET	n	DET	NNB	22	1	3	7	1	15.73715	幅	179.13333333333333	96.66666666666669	86.00687311036381	100.45076184656617
127	131	7	畫。	180.06666666666666	232.09436778077048	25	NOUN	NOUN	zg	NOUN		23	3	2	53	1	43.89836	畫	69.8	56.86666666666667	83.83809794280084	100.15445849065112
128	132	8	我	370.9333333333333	244.34469277823263	0	PRON	PRON	r	PRON	PRP	3	3	1	704	1	49930.23889	我	166.73333333333332	118.8	92.3864828977823	125.84922195495156
129	133	8	叫	221.0	206.01132654945616	1	VERB	VERB	v	VERB	VV	2	2	1	33	1	1969.62814	叫	136.06666666666666	40.66666666666666	81.49393978831938	80.21443483286258
130	134	8	佢	332.53333333333336	200.88068321490965	2	PRON	PRON	x	PRON		1	1	2	1	1	21111.38214	佢	184.06666666666663	96.6	111.92167896445363	104.35375731935416
131	135	8	做	231.6	249.0803886298558	3	VERB	VERB	v	VERB	VV	0	0	0	71	1	2931.66475	做	138.8	51.266666666666666	144.32795986918129	98.74105304054414
132	136	8	「大作一號」。	882.4666666666667	449.2351821583978	4	NOUN	NOUN	-	NOUN		1	1	1	1311	4	0.0	大作一號	249.7333333333333	158.86666666666667	101.26102683439248	97.40627403931546
133	137	9	幅	226.53333333333333	267.60714157552337	0	NOUN	DET	n	DET	NNB	2	1	2	7	1	15.73715	幅	146.0	45.73333333333333	153.52176827190772	83.2157570549125
134	138	9	畫	134.53333333333333	124.43197159715648	1	NOUN	NOUN	zg	NOUN		1	1	1	53	1	43.89836	畫	134.53333333333333	0.0	124.43197159715648	0.0
135	139	9	係	27.066666666666663	56.85474669912989	2	VERB	VERB	zg	VERB		0	0	0	6	1	22827.14525	係	27.066666666666663	0.0	56.85474669912989	0.0
136	140	9	咁樣	321.8	156.19270149401987	3	PRON	PRON	-	PRON		1	1	1	41	2	830.75569	咁樣	223.6	84.4	109.18656816049612	105.55554619883
137	141	9	嘅。	75.06666666666666	97.65617691108378	4	PART	PART	x	PART		2	2	1	1	1	15735.49004	嘅	75.06666666666666	0.0	97.65617691108378	0.0
138	142	10	我	105.0	170.54696322909612	0	PRON	PRON	r	PRON	PRP	1	1	1	704	1	49930.23889	我	72.93333333333334	6.866666666666666	97.42379358019043	25.692714055847727
139	143	10	攞	52.333333333333336	75.86537784494028	1	VERB	VERB	x	VERB		0	0	0	0	1	0.0	攞	52.333333333333336	0.0	75.86537784494028	0.0
140	144	10	咗	231.8	167.4340467169088	2	PART	PART	x	PART	DEC	1	1	1	1	1	5130.30979	咗	173.13333333333333	44.86666666666667	130.77913527096828	93.12061473642066
141	145	10	呢	165.8	162.76494299039538	3	PART	PRON	y	PRON		2	1	7	14	1	5998.7518	呢	133.73333333333332	27.33333333333333	121.53708167560312	57.57970321408597
142	146	10	幅	119.66666666666669	150.63760781720111	4	NOUN	DET	n	DET	NNB	3	1	6	7	1	15.73715	幅	88.4	31.266666666666666	97.07303092689202	86.86270136766925
143	147	10	傑作	269.8666666666667	196.57699650659933	5	NOUN	NOUN	nr	NOUN	NN	4	1	5	48	2	2.89895	傑作	196.8	73.06666666666666	139.81521138035492	114.60160945156436
144	148	10	畀	142.73333333333332	133.24687196662026	6	NOUN	VERB	g	VERB		5	1	4	1	1	385.14596	畀	109.4	20.73333333333333	98.62643323842414	53.61152446587912
145	149	10	啲	167.66666666666666	165.7969306779297	7	NOUN	DET	zg	DET		6	1	3	1	1	4209.68671	啲	123.8	38.66666666666666	103.4331990545911	98.58713010440168
146	150	10	大人	136.46666666666667	163.84702892908643	8	NOUN	NOUN	n	NOUN	NN	7	1	2	655	2	61.70618	大人	108.73333333333332	27.73333333333333	125.93515086036234	70.97836916194179
147	151	10	睇，	13.733333333333333	51.385428111695454	9	VERB	VERB	vg	VERB	VV	8	8	1	26	1	2790.03043	睇	13.733333333333333	0.0	51.385428111695454	0.0
148	152	10	仲	101.2	102.72500507017104	10	NOUN	NOUN	zg	NOUN		9	1	2	207	1	1077.16627	仲	87.46666666666667	13.733333333333333	87.42148223151764	36.47550167197461
149	153	10	問	240.06666666666663	231.6285724075412	11	VERB	VERB	zg	VERB	VV	10	10	1	123	1	721.00979	問	142.13333333333333	97.93333333333334	121.91027666097536	138.18126581495127
150	154	10	佢哋	593.4666666666667	445.7526768162911	12	PRON	PRON	-	PRON		11	2	3	2	2	0.0	佢哋	194.8	182.9333333333333	124.56869590711784	165.2624041402709
151	155	10	我	186.3333333333333	154.80381850013333	13	PRON	PRON	r	PRON	PRP	12	1	4	704	1	49930.23889	我	160.46666666666667	25.866666666666667	126.52950468390983	60.09865962639174
152	156	10	幅	156.8	218.2647322251887	14	VERB	DET	n	DET		13	3	2	7	1	15.73715	幅	79.53333333333333	41.0	96.9920042523552	70.94786818502725
153	157	10	畫	59.06666666666667	118.7352610736264	15	NOUN	NOUN	zg	NOUN		14	1	3	53	1	43.89836	畫	35.6	7.133333333333334	70.7717457747087	26.690489358987445
154	158	10	有	8.266666666666667	30.931034397331256	16	VERB	VERB	v	VERB	VV	15	5	2	357	1	7919.92609	有	8.266666666666667	0.0	30.931034397331256	0.0
155	159	10	冇	105.86666666666666	141.05406370923484	17	VERB	VERB	zg	VERB		16	1	4	27	1	3127.55082	冇	89.8	16.066666666666666	117.88989213103328	60.11596201416798
156	160	10	嚇	225.3333333333333	197.7357383535465	18	VERB	VERB	zg	VERB		17	2	3	35	1	60.46377	嚇	196.7333333333333	28.6	166.241377387086	60.48448836960873
157	161	10	親	124.73333333333332	137.94369221614383	19	PART	PART	zg	PART		18	1	4	45	1	42.24181	親	115.06666666666666	9.666666666666666	122.8502973360486	36.169354738814775
158	162	10	佢哋。	143.46666666666667	249.5868230140009	20	PRON	PRON	-	PRON		19	4	3	2	2	0.0	佢哋	90.13333333333334	19.53333333333333	128.084277810441	73.0870409549843
159	164	11	點知	111.6	100.22694248554129	0	PRON	PRON	-	PRON		11	1	3	319	2	412.89303	點知	111.6	0.0	100.22694248554129	0.0
160	165	11	佢哋	228.4	151.0411864360182	1	PRON	PRON	-	PRON		10	1	2	2	2	0.0	佢哋	162.0	66.4	111.66258699015232	101.5977690043766
161	166	11	睇	118.86666666666666	124.1874210842449	2	VERB	VERB	vg	VERB	VV	9	9	1	26	1	2790.03043	睇	94.86666666666666	24.0	101.89266683896126	61.21546645524588
162	167	11	完	94.53333333333332	121.6162635322906	3	PART	PART	v	PART		8	1	2	150	1	905.30006	完	74.0	20.53333333333333	89.81907740934922	54.06522809430188
163	168	11	之後，	113.73333333333332	100.62833707372006	4	ADV	ADV	-	ADV		7	2	2	136	2	2681.11282	之後	105.46666666666668	8.266666666666667	89.18285834296982	30.93103439733125
164	169	11	竟然	140.6	199.54641899401085	5	ADV	ADV	d	ADV	RB	4	4	1	13	2	547.48705	竟然	83.8	32.4	110.07948643291051	82.78550597779781
165	170	11	好	79.73333333333333	103.02068832143485	6	ADV	ADV	a	ADV	RB	3	1	2	312	1	10788.64225	好	79.73333333333333	0.0	103.02068832143485	0.0
166	171	11	冷淡	216.4	113.92149343590376	7	ADJ	ADJ	a	ADJ		2	2	1	72	2	13.66647	冷淡	171.4	45.0	75.1964538170961	69.18766749452776
167	172	11	噉	123.2	97.58223882107508	8	PRON	PRON	zg	PRON		1	1	2	3	1	0.41414	噉	121.0	2.2	95.59149195055664	8.231646250902672
168	173	11	話：	1.7333333333333334	6.485539470408164	9	VERB	VERB	x	VERB		0	0	0	35	1	3423.24352	話	1.7333333333333334	0.0	6.485539470408164	0.0
169	174	11	「唓，	149.93333333333334	159.28066074978747	10	INTJ	INTJ	x	INTJ		1	12	2	0	1	0.0	唓	116.06666666666666	31.666666666666668	124.73997844405066	64.1951884662879
170	175	11	一	237.13333333333333	215.1743066033262	11	NUM	NUM	m	NUM	CD	2	1	4	871	1	4153.77843	一	121.86666666666666	54.0	65.25117282896574	67.24482631895681
171	176	11	頂	195.4	161.3095574767141	12	VERB	VERB	zg	VERB		3	2	3	29	1	217.00697	頂	188.06666666666663	7.333333333333333	153.61270202109662	27.438820836342234
172	177	11	帽	246.06666666666663	332.17755626906654	13	NOUN	NOUN	zg	NOUN		4	1	3	4	1	15.73715	帽	146.13333333333333	44.13333333333333	152.15337291328404	105.7902747052971
173	178	11	啫，	169.66666666666666	178.14214050084337	14	PART	PART	zg	PART	SFN	5	6	2	1	1	385.14596	啫	127.86666666666666	31.2	139.71011257441444	70.12389036555231
174	179	11	有	55.6	104.49995215309907	15	VERB	VERB	v	VERB	VV	6	3	2	357	1	7919.92609	有	41.06666666666667	14.533333333333331	73.13773915625838	54.37875402111461
175	180	11	乜	132.86666666666667	208.70900528939544	16	PRON	PRON	nr	PRON		7	1	3	48	1	1326.4758	乜	98.6	34.266666666666666	114.50927182256171	128.21412645345373
176	181	11	咁	152.73333333333332	179.72143877555496	17	ADV	ADV	x	ADV		8	1	2	5	1	14023.45415	咁	134.2	18.53333333333333	156.76657807070995	47.25232504567604
177	182	11	得人驚	324.53333333333336	204.25143546347203	18	ADJ	ADJ	-	ADJ		9	9	1	409	3	16.56542	得人驚	174.93333333333334	125.26666666666668	101.23732293751922	146.73080415812112
178	183	11	喎？」	150.6	146.67869647634586	19	PART	PART	zg	PART		10	1	2	1	1	1159.57922	喎	128.46666666666667	4.533333333333333	140.69108792749532	11.701092066792553
179	184	12	我	413.0	258.48584745268613	0	PRON	PRON	r	PRON	PRP	6	1	4	704	1	49930.23889	我	153.13333333333333	150.26666666666668	54.2842723283846	121.86247257553173
180	185	12	幅	269.1333333333333	178.31652257214478	1	VERB	DET	n	DET		5	1	3	7	1	15.73715	幅	161.13333333333333	85.2	91.19785572527948	108.95332333924776
181	186	12	畫	277.93333333333334	208.8145801635721	2	NOUN	NOUN	zg	NOUN		4	1	2	53	1	43.89836	畫	206.8	71.13333333333334	167.7856569158004	80.41216049550935
182	187	12	明明	591.7333333333333	457.41599835986887	3	VERB	VERB	t	VERB		3	3	1	100	2	262.976	明明	192.86666666666667	154.86666666666667	94.1777515599565	114.33626818390664
183	188	12	都	275.3333333333333	212.7576607838652	4	ADV	ADV	d	ADV	RB	2	2	1	35	1	14767.65553	都	186.26666666666668	79.2	130.08226456960054	138.59398736356977
184	189	12	唔	282.4	260.3269226696822	5	ADV	ADV	y	ADV		1	1	1	45	1	13258.13186	唔	161.4	81.4	134.5415920821513	118.03716928719248
185	190	12	係	231.26666666666668	326.0258612782462	6	VERB	VERB	zg	VERB		0	0	0	6	1	22827.14525	係	117.93333333333334	49.6	97.38135801522225	71.32161897582903
186	191	12	一	149.13333333333333	138.67701884434769	7	NUM	NUM	m	NUM	CD	1	1	3	871	1	4153.77843	一	134.93333333333334	14.2	115.0028791910108	53.13153489218997
